title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,Bucket,log_sales,critic_clean,critic_missing,year,d_action,d_sports,d_misc,d_adventure,d_shooter,d_racing,d_simulation,d_platform,d_fighting,d_strategy,d_puzzle,d_actionadventure,d_visualnovel,d_music,d_other,d_sega,d_nintendohandheld,d_nintendohome,d_pcmac,d_mshome,d_sonyhandheld,year_c,critic_c
God Wars: Nihon Shinwa Taisen,PS4,Role-Playing,Kadokawa Games,Kadokawa Games,,0.01,,0.01,,,Sony Home,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
God Wars: Nihon Shinwa Taisen,PSV,Role-Playing,Kadokawa Games,Kadokawa Games,,0.01,,0.01,,,Sony Handheld,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
Yoku's Island Express,NS,Action,Villa Gorilla,Villa Gorilla,9,0.01,0.01,,,0,Nintendo Handheld/Hybrid,-4.605170,9,0,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1.7
Yoku's Island Express,PS4,Action,Villa Gorilla,Villa Gorilla,9,0.01,0.01,,,0,Sony Home,-4.605170,9,0,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1.7
Musynx,NS,Music,PM Studios,PM Studios,7.5,0.01,0.01,,,0,Nintendo Handheld/Hybrid,-4.605170,7.5,0,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,0.2
SteamWorld Dig 2,NS,Platform,Rising Star Games,Image & Form Games,,0.01,0.01,,,0,Nintendo Handheld/Hybrid,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0
Kurenai no Homura: Sanada Ninpou Chou,PSV,Adventure,Idea Factory,Idea Factory,,0.01,,0.01,,,Sony Handheld,-4.605170,7.3,1,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
Dynamic Chord feat. Apple-Polisher: V Edition,PSV,Adventure,honeybee,honeybee,,0.01,,0.01,,,Sony Handheld,-4.605170,7.3,1,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
Far Cry 3: Classic Edition,PS4,Action-Adventure,Ubisoft,Ubisoft Montreal,,0.01,,0.01,,,Sony Home,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0
Hotel Transylvania 3: Monsters Overboard,NS,Action-Adventure,Outright Games,Torus Games,6.5,0.01,0.01,,,0,Nintendo Handheld/Hybrid,-4.605170,6.5,0,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8,-0.8
Closed Nightmare,PS4,Misc,Nippon Ichi Software,Nippon Ichi Software,,0.01,,0.01,,,Sony Home,-4.605170,7.3,1,2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Mega Man X Legacy Collection 2,NS,Platform,Capcom,Capcom,,0.01,,0.01,,,Nintendo Handheld/Hybrid,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0
Maitetsu: Pure Station,PS4,Visual Novel,Yeti,Lose,,0.01,,0.01,,,Sony Home,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0
Dragon Quest X: All in One Package Ver.1-4,PS4,MMO,Square Enix,Square Enix,,0.01,,0.01,,,Sony Home,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0
Mega Man X Legacy Collection 1,PS4,Platform,Capcom,Capcom,,0.01,,0.01,,,Sony Home,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Mega Man X Legacy Collection 1,NS,Platform,Capcom,Capcom,,0.01,,0.01,,,Nintendo Handheld/Hybrid,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0
Mega Man X Legacy Collection 2,PS4,Platform,Capcom,Capcom,,0.01,,0.01,,,Sony Home,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Tempest 4000,XOne,Shooter,Atari,Llamasoft,,0.01,0.01,,,0,Microsoft Home,-4.605170,7.3,1,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0
Tempest 4000,PS4,Shooter,Atari,Llamasoft,,0.01,0.01,,,0,Sony Home,-4.605170,7.3,1,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Titan Quest,NS,Action,THQ Nordic,Iron Lore Entertainment,,0.01,0.01,,,0,Nintendo Handheld/Hybrid,-4.605170,7.3,1,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0
Grisaia Phantom Trigger 03 & 04,PSV,Visual Novel,Prototype,Prototype,,0.01,,0.01,,,Sony Handheld,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,0
Bullet Girls: Phantasia,PSV,Action,D3 Publisher,Shade,,0.01,,0.01,,,Sony Handheld,-4.605170,7.3,1,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
CharadeManiacs,PSV,Action,Idea Factory,Otomate,,0.01,,0.01,,,Sony Handheld,-4.605170,7.3,1,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
Jake Hunter Detective Story: Prism of Eyes,PS4,Adventure,Arc System Works,Arc System Works,,0.01,,0.01,,,Sony Home,-4.605170,7.3,1,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Jake Hunter Detective Story: Prism of Eyes,NS,Adventure,Arc System Works,Arc System Works,,0.01,,0.01,,,Nintendo Handheld/Hybrid,-4.605170,7.3,1,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0
All-Star Fruit Racing,NS,Racing,PQube,3DClouds.it,,0.01,0.01,,,0,Nintendo Handheld/Hybrid,-4.605170,7.3,1,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0
Saiaku Naru Saiyaku Ningen ni Sasagu,PS4,Visual Novel,Kemco,Kemco,,0.01,,0.01,,,Sony Home,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0
Killer and Strawberry,PSV,Visual Novel,Broccoli,Broccoli,,0.01,,0.01,,,Sony Handheld,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,0
Mothergunship,XOne,Shooter,Sold Out,Grip Games,,0.01,0.01,,,0,Microsoft Home,-4.605170,7.3,1,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0
Mothergunship,PS4,Shooter,Sold Out,Grip Games,,0.01,0.01,,,0,Sony Home,-4.605170,7.3,1,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
F1 2018,PC,Racing,Codemasters,Codemasters Birmingham,,0.01,,,0.01,0,PC/Mac,-4.605170,7.3,1,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0
Mercenaries Saga Chronicles,NS,Strategy,PM Studios,"Rideon Japan, Inc.",,0.01,0.01,,,0,Nintendo Handheld/Hybrid,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8,0
V-Rally 4,PS4,Racing,Bigben Interactive,Kylotonn,,0.01,0.01,,,0,Sony Home,-4.605170,7.3,1,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
V-Rally 4,XOne,Racing,Bigben Interactive,Kylotonn,,0.01,0.01,,,0,Microsoft Home,-4.605170,7.3,1,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0
NG,PSV,Adventure,Experience Inc.,Experience Inc.,,0.01,,0.01,,,Sony Handheld,-4.605170,7.3,1,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
Legendary Fishing,NS,Sports,Ubisoft,Ubisoft,,0.01,0.01,0,,0,Nintendo Handheld/Hybrid,-4.605170,7.3,1,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0
Capcom Beat 'Em Up Bundle,NS,Fighting,Capcom,Capcom,,0.01,,0.01,,,Nintendo Handheld/Hybrid,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8,0
Capcom Beat 'Em Up Bundle,PS4,Fighting,Capcom,Capcom,,0.01,,0.01,,,Sony Home,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Nil Admirari no Tenbin: Irodori Nadeshiko,NS,Visual Novel,Idea Factory,Idea Factory,,0.01,,0.01,,,Nintendo Handheld/Hybrid,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8,0
Steins;Gate Elite,PSV,Visual Novel,5pb,5pb. Inc.,,0.01,,0.01,,,Sony Handheld,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,0
Atelier: The Alchemist of Arland 1-2-3 DX,PS4,Role-Playing,Koei Tecmo,Gust,,0.01,,0.01,,,Sony Home,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Atelier: The Alchemist of Arland 1-2-3 DX,NS,Role-Playing,Koei Tecmo,Gust,,0.01,,0.01,,,Nintendo Handheld/Hybrid,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0
La Corda d'Oro 3,PSV,Visual Novel,Koei Tecmo,Ruby Party,,0.01,,0.01,,,Sony Handheld,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,0
Banner Saga Trilogy,NS,Role-Playing,Gearbox Software,Stoic Studio,,0.01,0.01,,,0,Nintendo Handheld/Hybrid,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0
This Is the Police 2,NS,Strategy,THQ Nordic,Weappy Studio,,0.01,0.01,,,0,Nintendo Handheld/Hybrid,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8,0
Giana Sisters: Twisted Dreams,NS,Platform,THQ Nordic,Black Forest Games,,0.01,0.01,,,0,Nintendo Handheld/Hybrid,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0
Koshotengai no Hashihime Noma,PSV,Visual Novel,Dramatic Create,ADELTA,,0.01,,0.01,,,Sony Handheld,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,0
Wand of Fortune R2 FD: Kimi ni Sasageru Epilogue,PSV,Adventure,Idea Factory,Idea Factory,,0.01,,0.01,,,Sony Handheld,-4.605170,7.3,1,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
WORKxWORK,NS,Role-Playing,FuRyu Corporation,FuRyu,,0.01,,0.01,,,Nintendo Handheld/Hybrid,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0
Sengoku Hime 7: Sen'un Tsuranuku Guren no Ishi,PSV,Visual Novel,System Soft Alpha,Gesen 18,,0.01,,0.01,,,Sony Handheld,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,0
Candle: The Power of the Flame,NS,Platform,Merge Games,Teku Studios,,0.01,0.01,,,0,Nintendo Handheld/Hybrid,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0
Flipping Death,NS,Adventure,Rising Star,Zoink Games,7.5,0.01,0.01,,,0,Nintendo Handheld/Hybrid,-4.605170,7.5,0,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0.2
Big Buck Hunter Arcade,NS,Shooter,GameMill Entertainment,Play Mechanix,,0.01,0.01,,,0,Nintendo Handheld/Hybrid,-4.605170,7.3,1,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0
Crayola Scoot,NS,Sports,Outright Games,Outright Games,,0.01,0.01,,,0,Nintendo Handheld/Hybrid,-4.605170,7.3,1,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0
Let's Sing 2019,Wii,Music,Ravenscourt,Ravenscourt,,0.01,,,0.01,0,Nintendo Home,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8,0
Hasbro Game Night for Nintendo Switch,NS,Party,Ubisoft,Ubisoft,,0.01,,,0.01,0,Nintendo Handheld/Hybrid,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,0
GRIP: Combat Racing,PS4,Racing,U&I Entertainment,Caged Element,,0.01,0.01,,,0,Sony Home,-4.605170,7.3,1,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Leisure Suit Larry: Wet Dreams Don't Dry,PC,Adventure,Assemble Entertainment,CrazyBunch,,0.01,,,0.01,0,PC/Mac,-4.605170,7.3,1,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0
Moonlighter,PS4,Role-Playing,Merge Games,Digital Sun,,0.01,0.01,,,0,Sony Home,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Project Highrise: Architect's Edition,XOne,Simulation,Kalypso Media,SomaSim,,0.01,0.01,,,0,Microsoft Home,-4.605170,7.3,1,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0
Shiro to Kuro no Alice: Twilight Line,PSV,Visual Novel,Idea Factory,"Kogado Studio, Inc.",,0.01,,0.01,,,Sony Handheld,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,0
Yuuna and the Haunted Hot Springs: Steam Dungeon,PS4,Role-Playing,FuRyu Corporation,FuRyu,,0.01,,0.01,,,Sony Home,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Flashback,PS4,Platform,Microids,Paul Cuisset,,0.01,0.01,,,0,Sony Home,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Moto Racer 4,NS,Racing,Maximum Games,Microids,,0.01,0.01,,,0,Nintendo Handheld/Hybrid,-4.605170,7.3,1,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0
Nari Kids Park: Hugtto! PreCure,NS,Action,Bandai Namco Games,Bandai Namco Games,,0.01,,0.01,,,Nintendo Handheld/Hybrid,-4.605170,7.3,1,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0
ATV Drift & Tricks,NS,Racing,Microids,Artefacts Studio,,0.01,0.01,,,0,Nintendo Handheld/Hybrid,-4.605170,7.3,1,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0
Darksiders III,PC,Action,THQ Nordic,Gunfire Games,,0.01,,,0.01,0,PC/Mac,-4.605170,7.3,1,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0
Ketsui Deathtiny: Kizuna Jigoku Tachi,PS4,Action,M2,M2,,0.01,,0.01,,,Sony Home,-4.605170,7.3,1,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Million Arthur: Arcana Blood,PS4,Fighting,Square Enix,Square Enix,,0.01,,0.01,,,Sony Home,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Billion Road,NS,Board Game,Bandai Namco Games,Bandai Namco Games,,0.01,,0.01,,,Nintendo Handheld/Hybrid,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,0
Lapis x Labyrinth,PS4,Role-Playing,Nippon Ichi Software,Nippon Ichi Software,,0.01,,0.01,,,Sony Home,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Lapis x Labyrinth,NS,Role-Playing,Nippon Ichi Software,Nippon Ichi Software,,0.01,,0.01,,,Nintendo Handheld/Hybrid,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0
Just Deal With It,PS4,Party,Wired Productions,Wired Productions,,0.01,0.01,,,0,Sony Home,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0
Persona 3: Dancing in Moonlight,PSV,Music,Atlus,Atlus,,0.01,,0.01,,,Sony Handheld,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,0
Wordhunters,PS4,Misc,Wired Productions,thumbfood Ltd.,,0.01,0.01,,,0,Sony Home,-4.605170,7.3,1,2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Jagged Alliance: Rage!,XOne,Strategy,THQ Nordic,Cliffhanger Productions,,0.01,0.01,,,0,Microsoft Home,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,0
Jagged Alliance: Rage!,PS4,Strategy,THQ Nordic,Cliffhanger Productions,,0.01,0.01,,,0,Sony Home,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0
Gungrave VR,PS4,Shooter,Xseed Games,IGGYMOB,,0.01,0.01,,,0,Sony Home,-4.605170,7.3,1,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Peach Ball: Senran Kagura,NS,Misc,Marvelous Entertainment,HONEY PARADE GAMES,,0.01,,0.01,,,Nintendo Handheld/Hybrid,-4.605170,7.3,1,2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0
London Detective Mysteria,PSV,Visual Novel,Xseed Games,Karin Entertainment,,0.01,,0.01,,,Sony Handheld,-4.605170,7.3,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,0
Kunio-kun: The World Classics Collection,PS4,Misc,Arc System Works,"Million Co., Ltd.",,0.01,,0.01,,,Sony Home,-4.605170,7.3,1,2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Kunio-kun: The World Classics Collection,NS,Misc,Arc System Works,"Million Co., Ltd.",,0.01,,0.01,,,Nintendo Handheld/Hybrid,-4.605170,7.3,1,2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0
Lost Sphear,PS4,Role-Playing,Square Enix,Tokyo RPG Factory,6,0.02,,0.02,,,Sony Home,-3.912023,6,0,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-1.3
South Park: The Stick of Truth,XOne,Role-Playing,Ubisoft,Obsidian Entertainment,,0.02,0.02,,,0,Microsoft Home,-3.912023,7.3,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0
The Longest 5 Minutes,PSV,Action,NIS America,Nippon Ichi Software,,0.02,,0.02,,,Sony Handheld,-3.912023,7.3,1,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
Cyber Troopers: Virtual On x Toaru Majutsu no Index: Toaru Majutsu no Dennou Senki,PSV,Action,Sega,Sega CS3,,0.02,,0.02,,,Sony Handheld,-3.912023,7.3,1,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
Rad Rodgers,XOne,Platform,THQ Nordic,3D Realms,,0.02,0.02,,,0,Microsoft Home,-3.912023,7.3,1,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0
Rad Rodgers,PS4,Platform,THQ Nordic,3D Realms,,0.02,0.02,,,0,Sony Home,-3.912023,7.3,1,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Gotouchi Tetsudou for Nintendo Switch!!,NS,Puzzle,Bandai Namco Games,Grounding Inc.,,0.02,,0.02,,,Nintendo Handheld/Hybrid,-3.912023,7.3,1,2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8,0
Past Cure,XOne,Action,Phantom 8 Studio,Phantom 8 Studio,,0.02,0.02,,,0,Microsoft Home,-3.912023,7.3,1,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0
Armello,PS4,Strategy,League of Geeks,League of Geeks,,0.02,0.02,,,0,Sony Home,-3.912023,7.3,1,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0
Winning Post 8 2018,PS4,Sports,Koei Tecmo,Koei Tecmo Games,,0.02,,0.02,,,Sony Home,-3.912023,7.3,1,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Future Card Buddyfight: Tanjou! Oretachi no Saikyou Body!,3DS,Strategy,FuRyu Corporation,FuRyu,,0.02,,0.02,,,Nintendo Handheld/Hybrid,-3.912023,7.3,1,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8,0
Titan Quest,XOne,Action,THQ Nordic,THQ Nordic,,0.02,0.02,,,0,Microsoft Home,-3.912023,7.3,1,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0
Titan Quest,PS4,Action,THQ Nordic,Iron Lore Entertainment,,0.02,0.02,,,0,Sony Home,-3.912023,7.3,1,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Psychedelica of the Black Butterfly,PSV,Action,Aksys Games,Otomate,,0.02,,0.02,,,Sony Handheld,-3.912023,7.3,1,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
Code: Realize - Shukufuku no Mirai,PSV,Adventure,Aksys Games,Unknown,,0.02,,0.02,,,Sony Handheld,-3.912023,7.3,1,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
Metal Max Xeno,PSV,Role-Playing,Kadokawa Games,Kadokawa Games,,0.02,,0.02,,,Sony Handheld,-3.912023,7.3,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
Gal Gun 2,NS,Simulation,PQube,Inti Creates,,0.02,0.01,0.01,,0,Nintendo Handheld/Hybrid,-3.912023,7.3,1,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0
Utawarerumono: Chiriyukusha e no Komoriuta,PSV,Role-Playing,Aqua Plus,Aqua Plus,,0.02,,0.02,,,Sony Handheld,-3.912023,7.3,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
Trailblazers,PS4,Racing,Rising Star Games,Supergonk,,0.02,0.02,,,0,Sony Home,-3.912023,7.3,1,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Hello Kitty Kruisers,NS,Misc,Rising Star Games,Bergsala Lightweight,,0.02,0.02,,,0,Nintendo Handheld/Hybrid,-3.912023,7.3,1,2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0
Runner3,NS,Platform,Nicalis,Choice Provisions,7.5,0.02,0.02,,,0,Nintendo Handheld/Hybrid,-3.912023,7.5,0,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0.2
Persona Dancing: Deluxe Twin Plus,PSV,Music,Atlus,Atlus,,0.02,,0.02,,,Sony Handheld,-3.912023,7.3,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,0
7'scarlet,PSV,Adventure,Aksys Games,Unknown,,0.02,,0.02,,,Sony Handheld,-3.912023,7.3,1,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
Fallen Legion: Rise to Glory,NS,Role-Playing,NIS America,Unknown,7,0.02,0.01,,,0,Nintendo Handheld/Hybrid,-3.912023,7,0,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,-0.3
Agony,XOne,Action-Adventure,Maximum Games,Madmind Studio,,0.02,0.02,,,0,Microsoft Home,-3.912023,7.3,1,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8,0
Full Metal Panic! Fight: Who Dares Wins,PS4,Fighting,Bandai Namco Entertainment,Bandai Namco Games,,0.02,,0.02,,,Sony Home,-3.912023,7.3,1,2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Shaq-Fu: A Legend Reborn,XOne,Action,Wired Productions,Big Deez Productions,,0.02,0.02,,,0,Microsoft Home,-3.912023,7.3,1,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0
Shaq-Fu: A Legend Reborn,PS4,Action,Wired Productions,Big Deez Productions,,0.02,0.02,,,0,Sony Home,-3.912023,7.3,1,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Shaq-Fu: A Legend Reborn,NS,Action,Wired Productions,Big Deez Productions,,0.02,0.02,,,0,Nintendo Handheld/Hybrid,-3.912023,7.3,1,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0
SteamWorld Dig 2,PS4,Platform,Rising Star Games,Image & Form Games,,0.02,0.01,,,0,Sony Home,-3.912023,7.3,1,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Yoku's Island Express,XOne,Action,Villa Gorilla,Villa Gorilla,9,0.02,0.01,,,0,Microsoft Home,-3.912023,9,0,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1.7
